model,geography,margin_pp,D win %,lo70_pp,hi70_pp
Bayesian,AK,-3.090649299631938,30.031196478912815,-9.209523860107804,3.0282252608439295
Bayesian,AL,-21.993429225942343,0.03827577015829544,-28.767550129147914,-15.219308322736772
Bayesian,AR,-20.791548093688043,0.16742098131779787,-28.13665299648296,-13.446443190893124
Bayesian,CO,17.435602559827313,92.7461742328079,5.034058657946899,29.837146461707725
Bayesian,DE,24.95030839200168,99.91742668090293,16.73228381463036,33.168332969373
Bayesian,FL,-5.475103329374463,20.283368942421248,-12.29926650289083,1.3490598441419044
Bayesian,GA,5.21859487868883,80.87354964378768,-0.9752221914786388,11.412411948856299
Bayesian,IA,-3.2657182776033253,29.178609336521642,-9.440212597336528,2.9087760421298774
Bayesian,ID,-25.97192422766225,0.022263423317759292,-33.637229514879074,-18.306618940445425
Bayesian,IL,22.01953043587283,99.60322225504538,13.423108684064879,30.615952187680783
Bayesian,KS,-8.381436803044348,6.3711351988286395,-14.080149649727305,-2.682723956361391
Bayesian,KY,-13.591163905366097,1.3627642676011662,-19.971301491050028,-7.2110263196821665
Bayesian,LA,-15.981507625848236,2.71441256107725,-24.588166255496024,-7.374848996200448
Bayesian,MA,25.605718666197298,99.9993435842861,19.51602303930517,31.695414293089424
Bayesian,ME,8.185609174065752,92.00146773809035,2.1480216331122284,14.223196715019274
Bayesian,MI,4.992008279534008,79.93746719854245,-1.1718557722068708,11.155872331274885
Bayesian,MN,8.365787704546761,87.90115966387316,0.9554144014258803,15.776161007667643
Bayesian,MS,-11.618379520440996,2.3754508702626875,-17.694712842693235,-5.542046198188759
Bayesian,MT,-18.693479818819544,0.3617133142861005,-25.907006317815224,-11.479953319823862
Bayesian,NC,4.749182795412291,82.59712115033695,-0.4963441362950016,9.994709727119584
Bayesian,NE,-24.077548775093245,3.5088387977441364,-37.85887021703301,-10.296227333153483
Bayesian,NH,9.954404278050774,95.39706666496429,3.830189869922001,16.078618686179546
Bayesian,NJ,17.718399835995655,99.6181224028731,10.83455415956643,24.60224551242488
Bayesian,NM,15.591534913466528,98.14662024749585,7.841203135655653,23.341866691277403
Bayesian,OH,2.772202302144713,68.66816995483484,-3.1340713532754734,8.678475957564899
Bayesian,OK,-27.864191393559747,0.04993261723392445,-36.63970101455371,-19.088681772565785
Bayesian,OR,23.06780264819687,99.87255561356892,15.144546045570216,30.991059250823525
Bayesian,RI,27.121881125221112,99.95038371137227,18.584790462491892,35.658971787950335
Bayesian,SC,-10.912106872617384,3.322303866503161,-17.074064300821554,-4.750149444413216
Bayesian,SD,-34.04699048379823,0.019126908599203685,-43.9819466391752,-24.112034328421267
Bayesian,TN,-21.440552042135575,0.48410034637835564,-30.03036297932984,-12.85074110494131
Bayesian,TX,0.06446377119782598,50.52675076657921,-4.995522916313398,5.124450458709049
Bayesian,VA,16.446409747781587,98.41044497284955,8.507243148471321,24.385576347091853
Bayesian,WV,-32.463984321955756,5.677219706631543,-53.72628378787481,-11.2016848560367
Bayesian,WY,-43.331189659861465,9.508366759647381e-07,-51.321255228363555,-35.341124091359376
Matched Student-t (df5),AK,-2.864371376188597,27.506846409062614,-7.967781586495854,2.2677670140447055
Matched Student-t (df5),AL,-21.91443637964763,0.14010253739366982,-27.89656358242304,-16.109075355147787
Matched Student-t (df5),AR,-19.22064642914799,0.8053553432047679,-26.041797370762595,-12.219871368073031
Matched Student-t (df5),CO,17.62523932620525,94.28342428396792,6.805391571830002,28.294125945187115
Matched Student-t (df5),DE,25.147549137002468,99.55992446812576,17.99732019718419,32.41680546582053
Matched Student-t (df5),FL,-5.320568189084947,15.090263052883,-10.568868520485136,0.018037041253011695
Matched Student-t (df5),GA,5.31103660422384,86.43473253689945,0.3095472677968116,10.309301162220459
Matched Student-t (df5),IA,-3.076316275702711,25.776430124683607,-7.977195405718999,1.813470831432456
Matched Student-t (df5),ID,-25.748133480574484,0.2903301063391929,-32.44324655515241,-19.010605575217912
Matched Student-t (df5),IL,22.201440270534157,99.16269912497371,14.707569363755187,29.58443062838777
Matched Student-t (df5),KS,-7.7854204479957465,6.378593797158466,-12.815910682216586,-2.6208044310339687
Matched Student-t (df5),KY,-13.392006453244152,1.008756588392908,-18.626507917278662,-8.046301491840119
Matched Student-t (df5),LA,-15.79095397083056,2.8710028309573197,-23.260648200587156,-8.235547067484303
Matched Student-t (df5),MA,25.647206927575084,99.994856592027,20.480291836790066,30.864682891640918
Matched Student-t (df5),ME,7.957780146276475,93.99353410568507,2.9117475627481397,13.076855771071143
Matched Student-t (df5),MI,4.9027712892449165,85.01455813614982,0.0071480481048523834,9.83831796213708
Matched Student-t (df5),MN,8.558599565462458,90.9118458490733,2.0364334811896105,15.110717808738345
Matched Student-t (df5),MS,-11.564020385333995,2.0522405736250406,-16.79214708266109,-6.223007126454326
Matched Student-t (df5),MT,-18.95242013024606,0.18912233116344737,-25.23312934393374,-12.835175445682433
Matched Student-t (df5),NC,4.939991802234907,88.67179099110177,0.7174639248238154,9.193711521763737
Matched Student-t (df5),NE,-23.90617762911718,3.39032217448782,-35.785129983278615,-11.943758086210307
Matched Student-t (df5),NH,9.37949224085707,94.0513819206079,3.427553679121183,15.223019622242841
Matched Student-t (df5),NJ,17.900529312724792,99.16562945657672,11.842684719640973,23.956667867074867
Matched Student-t (df5),NM,15.735038992382595,99.20160857209503,9.163530570782632,22.38352036421702
Matched Student-t (df5),OH,2.8979952870005423,74.21179874549543,-1.712210333179159,7.612736534912274
Matched Student-t (df5),OK,-27.633727779363497,0.3876108720384549,-35.20037548909526,-19.982407073619367
Matched Student-t (df5),OR,23.184142849253355,99.52451897925026,16.258860930079564,30.142070014403217
